11beat	Eleven Beat	Hudson
peggle	페글 (조이스틱, v1.0)	Strata/Incredible Technologies
pegglet	페글 (Trackball, v1.0)	Strata/Incredible Technologies
penbros	펭귄 브라더스 (일본판)	Subsino
pengadvb	펭귄 어드밴쳐 (해적판 of MSX 버전)	bootleg (Screen) / Konami
pengo	팽고 (세트 1 개정판 C)	Sega
pengo2	팽고 (세트 2)	Sega
pengo2u	팽고 (set 2 not encrypted)	Sega
pengo3u	팽고 (세트 3 not encrypted)	Sega
pengo4	팽고 (세트 4)	Sega
pengo5	팽고 (세트 5)	Sega
pengob	팽고 (bootleg)	bootleg
penky	펜키	Yun Sung
penkyi	펜키 (Italian)	Yun Sung (Impeuropex license)
penta	펜타	bootleg (Grinbee Shouji)
pesadelo	마성전설 (해적판 of Knightmare on MSX)	bootleg (Forte II Games) / Konami
peterpak	피터 팩 랫	Atari Games
pfghtj	포캣 파이터 (일본판 970904)	Capcom
pfghtjrm	포캣 파이터 (Easy Moves hack by Blackheart 2009-04-20)	Blackheart
pfghtjs01	포캣 파이터 (Command Change)(2008-01-12)(일본판 970904)	pipi899
pfghtjs02	포캣 파이터 (Enhanced Power)(2008-07-28)(일본판 970904)	pipi899
pfghtjs03	포캣 파이터 (Move Mod)(11-10-2007)(일본판 970904)	pipi899
pgalvip	포캣 걸스 V.I.P (세트 1)	ACE International / Afega
pgalvipa	포캣 걸s V.I.P (세트 2)	<unknown>
pgear	파워드 기어: 전략적 변종 장비 (일본판 941024)	Capcom
pgearr1	파워드 기어: 전략적 변종 장비 (일본판 940916)	Capcom
pgm	PGM (Polygame Master) System BIOS	IGS
pgm3in1	Shan Liang San He Yi (Flash 3-in-1) (V100 07/13/04 12:09:20)	IGS
pgoal	프레져 골 / 풋살 - 5 대 5 미니 싸커 (NGM-219)	Saurus
phelios	펠리오스	Namco
pheliosj	펠리오스 (일본판)	Namco
phklad	클래드 / 미로 (포토n System)	<unknown>
photoy2k	포토 Y2K / Chaoji Bi Yi Bi / Dajia Lai Zhao Cha / Real and Fake (ver. 105)	IGS
